FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
13163960100,64.0,12.0,0.0,0.0,26.0,263.0,0.0,0.0,7,212324 212324 327992 212399 324191 486210 999999 212325 212324 nan,76.0,10.857142857142858,289.0,41.285714285714285
13163960300,112.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,221320,112.0,112.0,4.0,4.0
13163960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,221119,0.0,0.0,0.0,0.0
13165960100,0.0,2.0,0.0,0.0,1.0,36.0,0.0,0.0,2,212324 327992 321999,2.0,1.0,37.0,18.5
13167960200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,nan,0.0,0.0,0.0,0.0
13169030104,0.0,0.0,3.0,0.0,0.0,45.0,2.0,0.0,1,22121 486210 221210,3.0,3.0,47.0,47.0
13171970100,0.0,2.0,0.0,0.0,1.0,55.0,0.0,0.0,1,321113,2.0,2.0,56.0,56.0
13171970200,151.0,0.0,0.0,0.0,15.0,66.0,0.0,0.0,2,221119 nan,151.0,75.5,81.0,40.5
13175950600,0.0,3.0,0.0,0.0,0.0,55.0,0.0,1.0,1,321113,3.0,3.0,56.0,56.0
13175950800,68.0,3.0,12.0,0.0,47.0,69.0,31.0,0.0,3,337122 337 999999 332321 331313 331314 331318 331316 nan,83.0,27.666666666666668,147.0,49.0
13175951000,25.0,5.0,2.0,0.0,27.0,128.0,2.0,0.0,3,322122 322121 322130 32213 313210 31321 999999 221117,32.0,10.666666666666666,157.0,52.333333333333336
13175951100,0.0,6.0,0.0,0.0,0.0,71.0,0.0,0.0,1,337110 321999,6.0,6.0,71.0,71.0
13177020300,65.0,2.0,1.0,0.0,8.0,58.0,1.0,0.0,2,321918 321911 221320,68.0,34.0,67.0,33.5
13179010102,205.0,4.0,56.0,0.0,30.0,112.0,82.0,0.0,2,928110 928110,265.0,132.5,224.0,112.0
13179010103,179.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,179.0,179.0,19.0,19.0
13179010206,19.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,19.0,19.0,8.0,8.0
13179010502,0.0,2.0,2.0,0.0,0.0,24.0,3.0,0.0,2,336612 81149 325998 327215 327212,4.0,2.0,27.0,13.5
13179010600,128.0,33.0,14.0,0.0,63.0,253.0,19.0,0.0,3,321113 325998 325199 999999 325211 322130 321113 321999 32213 322110,175.0,58.333333333333336,335.0,111.66666666666667
13185010604,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2,321213 32121 332311 999999 999999,1.0,0.5,11.0,5.5
13185010700,68.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,221320 22132,68.0,68.0,22.0,22.0
13185010800,0.0,10.0,18.0,0.0,7.0,258.0,29.0,0.0,3,325211 999999 311224 311225 311222 311223 999999 999999,28.0,9.333333333333334,294.0,98.0
13185011401,88.0,1.0,0.0,0.0,20.0,111.0,2.0,0.0,4,562212 541330 562211 221320 22132 562212 221117,89.0,22.25,133.0,33.25
13185011402,0.0,7.0,185.0,0.0,3.0,357.0,270.0,0.0,10,326191 999999 321113 321114 335911 111110 999999 32518 999999 325188 211112 326199 326191 336612 321912 326191 999999 336612 562211 325998,192.0,19.2,630.0,63.0
13185011403,0.0,1.0,1.0,0.0,0.0,137.0,1.0,0.0,1,322130 322110 32213,2.0,2.0,138.0,138.0
13187960201,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1,999999,0.0,0.0,15.0,15.0
13187960202,46.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1,nan,46.0,46.0,37.0,37.0
13189950200,0.0,1.0,0.0,0.0,0.0,121.0,0.0,0.0,1,321219,1.0,1.0,121.0,121.0
13189950400,87.0,6.0,0.0,0.0,21.0,58.0,0.0,0.0,2,336360 31521 336399 314999 221320,93.0,46.5,79.0,39.5
13193000300,0.0,4.0,1.0,0.0,15.0,121.0,1.0,2.0,2,322110 32211 22132 22131 321999,5.0,2.5,139.0,69.5
13193000400,133.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,221320,133.0,133.0,22.0,22.0
13195020300,0.0,0.0,1.0,0.0,0.0,49.0,2.0,0.0,1,486210 48621,1.0,1.0,51.0,51.0
13195020400,0.0,4.0,0.0,0.0,5.0,54.0,1.0,0.0,2,321213 221119,4.0,2.0,60.0,30.0
13197920200,0.0,1.0,8.0,0.0,0.0,20.0,9.0,0.0,1,337122 337211,9.0,9.0,29.0,29.0
13199970600,7.0,3.0,0.0,0.0,6.0,58.0,0.0,1.0,1,321212 321114 321211,10.0,10.0,65.0,65.0
13199970800,0.0,5.0,0.0,0.0,0.0,47.0,0.0,0.0,2,326191 321113 999999,5.0,2.5,47.0,23.5
13205090100,0.0,1.0,0.0,0.0,1.0,118.0,0.0,0.0,1,221112,1.0,1.0,119.0,119.0
13205090200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,325312 999999,0.0,0.0,0.0,0.0
13207050102,115.0,0.0,0.0,0.0,32.0,188.0,0.0,2.0,2,221112 999999 423320 nan,115.0,57.5,222.0,111.0
13207050302,0.0,0.0,0.0,0.0,2.0,90.0,0.0,0.0,2,221112 221122 999999 327331,0.0,0.0,92.0,46.0
13211010300,213.0,3.0,0.0,0.0,7.0,70.0,0.0,0.0,4,321212 999999 326199 999999 nan,216.0,54.0,77.0,19.25
13213010400,40.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2,237110 221320,40.0,20.0,31.0,15.5
13215000400,0.0,3.0,2.0,0.0,1.0,60.0,2.0,0.0,2,331511 999999 326199,5.0,2.5,63.0,31.5
13215002500,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,nan,0.0,0.0,5.0,5.0
13215002800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13215002902,0.0,8.0,71.0,0.0,0.0,145.0,62.0,0.0,3,42469 325311 42269 999999 31321 424690 335911 331314 325188 331492 999999,79.0,26.333333333333332,207.0,69.0
13215003400,0.0,0.0,0.0,0.0,0.0,41.0,3.0,0.0,1,311821,0.0,0.0,44.0,44.0
13215010107,0.0,0.0,6.0,0.0,0.0,43.0,32.0,0.0,2,335911 999999 336412 999999,6.0,3.0,75.0,37.5
13215010502,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,999999 325611 326130,0.0,0.0,2.0,2.0
13215011100,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1,313111 314999 999999,1.0,1.0,3.0,3.0
13215011500,8.0,1.0,0.0,0.0,36.0,19.0,0.0,0.0,1,999999 22132,9.0,9.0,55.0,55.0
13217100300,0.0,2.0,2.0,0.0,3.0,123.0,5.0,0.0,4,311230 31123 31191 999999 32614 326140 999999,4.0,1.0,131.0,32.75
13217100400,0.0,0.0,0.0,0.0,1.0,52.0,0.0,0.0,1,325220 32522 325222,0.0,0.0,53.0,53.0
13219030100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,nan,0.0,0.0,0.0,0.0
13219030400,188.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2,nan nan,188.0,94.0,19.0,9.5
13223120103,119.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,221320,119.0,119.0,20.0,20.0
13223120302,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,5.0,5.0,8.0,8.0
13223120501,36.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,221320,36.0,36.0,10.0,10.0
13225040200,87.0,7.0,55.0,0.0,27.0,120.0,93.0,0.0,3,221320 336211 NA 336213 326199,149.0,49.666666666666664,240.0,80.0
13227050100,6.0,0.0,0.0,0.0,3.0,54.0,0.0,0.0,1,212312 327999,6.0,6.0,57.0,57.0
13227050300,0.0,2.0,0.0,0.0,0.0,49.0,0.0,0.0,1,212312 212319,2.0,2.0,49.0,49.0
13227050600,7.0,3.0,0.0,0.0,8.0,58.0,0.0,0.0,1,212312 212319,10.0,10.0,66.0,66.0
13229960400,0.0,5.0,18.0,0.0,0.0,130.0,16.0,2.0,3,336612 326199 321114 423820 113310 321113,23.0,7.666666666666667,148.0,49.333333333333336
13233010100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13233010300,177.0,4.0,12.0,0.0,65.0,126.0,67.0,0.0,3,325194 325613 32519 54162 325199 32511 325998 337214 337211 221320,193.0,64.33333333333333,258.0,86.0
13233010400,1.0,0.0,0.0,0.0,5.0,82.0,0.0,0.0,1,221112,1.0,1.0,87.0,87.0
13233010500,0.0,2.0,0.0,0.0,0.0,39.0,0.0,0.0,1,562212,2.0,2.0,39.0,39.0
13233010600,30.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,nan,30.0,30.0,32.0,32.0
13233010700,9.0,0.0,2.0,0.0,6.0,57.0,19.0,0.0,1,326299 336413,11.0,11.0,82.0,82.0
13235950100,17.0,4.0,11.0,0.0,8.0,52.0,10.0,0.0,1,322121,32.0,32.0,70.0,70.0
13235950200,128.0,2.0,0.0,0.0,37.0,11.0,0.0,0.0,3,nan nan 327993,130.0,43.333333333333336,48.0,16.0
13237960202,0.0,17.0,0.0,0.0,0.0,162.0,0.0,0.0,3,321991 321999 339999 336214,17.0,5.666666666666667,162.0,54.0
13237960300,4.0,2.0,0.0,0.0,12.0,116.0,5.0,0.0,3,221112 221119 321113 nan,6.0,2.0,133.0,44.333333333333336
13241970100,17.0,1.0,0.0,0.0,14.0,65.0,0.0,0.0,2,313312 315221 313111 314110 31522 313310 221117 221119,18.0,9.0,79.0,39.5
13241970201,131.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1,nan,131.0,131.0,23.0,23.0
13245000600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13245000700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13245001500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13245010400,12.0,7.0,0.0,0.0,3.0,55.0,0.0,0.0,1,327125 327124 327120 327123 32712,19.0,19.0,58.0,58.0
13245010511,0.0,6.0,17.0,0.0,3.0,105.0,22.0,0.0,2,325188 211112 32518 325180 325180 325188 325181 32518,23.0,11.5,130.0,65.0
13245010600,229.0,27.0,119.0,0.0,75.0,609.0,291.0,0.0,14,325180 325188 32518 325199 325188 531190 325110 325199 32519 327121 327120 332721 325180 325181 32518 325188 327121 327331 327120 332721 325311 22131 999999 56291 321114 999999 322122 322130 325412 562910 32541 999999 nan nan,375.0,26.785714285714285,975.0,69.64285714285714
13245010706,4.0,13.0,1.0,0.0,17.0,242.0,30.0,0.0,4,322130 32213 32211 322110 322121 22131 325211 32511 321113 999999,18.0,4.5,289.0,72.25
13245010800,24.0,5.0,46.0,0.0,11.0,67.0,63.0,0.0,1,928110 22132 22131,75.0,75.0,141.0,141.0
13245010904,0.0,2.0,0.0,0.0,0.0,58.0,0.0,0.0,1,562212,2.0,2.0,58.0,58.0
13245010905,374.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,374.0,374.0,15.0,15.0
13247060304,0.0,4.0,0.0,0.0,0.0,67.0,1.0,0.0,2,999999 326199 11111 326140,4.0,2.0,68.0,34.0
13247060305,54.0,3.0,0.0,0.0,42.0,224.0,0.0,0.0,6,322130 322212 322211 336999 336214 999999 32614 326140 322211 322211 22132 221320,57.0,9.5,266.0,44.333333333333336
13247060404,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2,221320 nan,5.0,2.5,20.0,10.0
13251970300,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1,486210,0.0,0.0,15.0,15.0
13251970400,90.0,0.0,24.0,0.0,70.0,11.0,57.0,0.0,2,nan 332991 332911 999999 111211,114.0,57.0,138.0,69.0
13251970500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,321999,0.0,0.0,0.0,0.0
13251970600,160.0,3.0,3.0,0.0,42.0,95.0,2.0,0.0,1,313310 31331 313320 313312 313311,166.0,166.0,139.0,139.0
13253200200,90.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,nan,90.0,90.0,11.0,11.0
13255160300,54.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,54.0,54.0,24.0,24.0
13255160400,17.0,0.0,0.0,0.0,11.0,20.0,1.0,0.0,2,313311 313312 313310 221320,17.0,8.5,32.0,16.0
13255160600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,nan,0.0,0.0,0.0,0.0
13255160900,0.0,4.0,4.0,0.0,1.0,70.0,18.0,0.0,2,326291 3399 326112,8.0,4.0,89.0,44.5
13255161000,67.0,2.0,0.0,0.0,27.0,78.0,0.0,0.0,3,221320 22132 562212 562212 221117,69.0,23.0,105.0,35.0
13255161200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,999999 999999,0.0,0.0,0.0,0.0
13257970302,167.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,221320,167.0,167.0,20.0,20.0
13261950100,0.0,10.0,0.0,0.0,0.0,112.0,2.0,0.0,3,212324 327992 212324 327124 212325 327120 333131,10.0,3.3333333333333335,114.0,38.0
13261950300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13261950500,17.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1,335122,17.0,17.0,29.0,29.0
13261950700,0.0,6.0,6.0,0.0,0.0,48.0,13.0,0.0,2,336399 336211 336390 336999 336612,12.0,6.0,61.0,30.5
13263960300,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,1,221112,0.0,0.0,92.0,92.0
13267950400,111.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,221320,111.0,111.0,22.0,22.0
13269950300,0.0,5.0,0.0,0.0,0.0,132.0,3.0,0.0,2,562212 221118 221119 562219,5.0,2.5,135.0,67.5
13271950500,0.0,6.0,0.0,0.0,0.0,41.0,0.0,0.0,3,999999 321999 999999 321920,6.0,2.0,41.0,13.666666666666666
13273120300,44.0,1.0,0.0,0.0,16.0,84.0,3.0,0.0,1,311224 311223 311225 115114 31122 311911,45.0,45.0,103.0,103.0
13273120400,166.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,166.0,166.0,19.0,19.0
13275960100,3.0,10.0,0.0,0.0,0.0,17.0,0.0,0.0,1,327992,13.0,13.0,17.0,17.0
13275960200,4.0,3.0,0.0,0.0,4.0,83.0,4.0,0.0,1,212325 327992,7.0,7.0,91.0,91.0
13275960700,108.0,1.0,0.0,0.0,41.0,118.0,0.0,0.0,4,311812 321113 321999 nan 332813,109.0,27.25,159.0,39.75
13275960800,0.0,3.0,0.0,0.0,0.0,62.0,0.0,2.0,1,321113,3.0,3.0,64.0,64.0
13277960600,93.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1,22132,93.0,93.0,34.0,34.0
13277960900,4.0,4.0,0.0,0.0,9.0,61.0,8.0,0.0,1,331316 332812 331318 331314 332813,8.0,8.0,78.0,78.0
13279970200,9.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2,335931 999999 335311 335313 nan,9.0,4.5,19.0,9.5
13279970500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13285960100,3.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,2,562212 221320,3.0,1.5,34.0,17.0
13285960800,0.0,1.0,1.0,0.0,0.0,133.0,9.0,0.0,3,313320 314110 31332 313210 313311 336399 31311 313111 313310 313210 314999 313311 313311 313112 31332 999999 313312,2.0,0.6666666666666666,142.0,47.333333333333336
13285960901,0.0,1.0,6.0,0.0,0.0,141.0,12.0,0.0,3,326199 326121 314110 31411 313311 313310 313320 313210 22131,7.0,2.3333333333333335,153.0,51.0
13285960902,6.0,4.0,9.0,0.0,33.0,112.0,8.0,0.0,6,313230 31323 326199 336399 32612 22132 999999 11111 323110 999999 999999,19.0,3.1666666666666665,153.0,25.5
13285961000,123.0,1.0,11.0,0.0,18.0,85.0,12.0,0.0,2,336111 336111 999999,135.0,67.5,115.0,57.5
13287970200,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,2,326191 326199 999999,4.0,2.0,40.0,20.0
13287970300,115.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,115.0,115.0,14.0,14.0
13289060100,14.0,2.0,0.0,0.0,4.0,111.0,0.0,0.0,3,212324 999999 562212 221112,16.0,5.333333333333333,115.0,38.333333333333336
13289060200,8.0,5.0,1.0,0.0,0.0,90.0,1.0,3.0,1,212324,14.0,14.0,94.0,94.0
13293010100,0.0,3.0,0.0,0.0,0.0,57.0,0.0,0.0,1,323110 32311 323111 323120,3.0,3.0,57.0,57.0
13293010300,0.0,1.0,0.0,0.0,0.0,81.0,1.0,0.0,1,313311 313310 313210,1.0,1.0,82.0,82.0
13293010400,149.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2,nan nan,149.0,74.5,42.0,21.0
13293010500,0.0,13.0,2.0,0.0,0.0,191.0,9.0,0.0,6,313112 314999 314992 313210 314994 339992 325998 221112 999999 313312 313311 999999 321113 32111,15.0,2.5,200.0,33.333333333333336
13293010600,0.0,1.0,0.0,0.0,0.0,67.0,0.0,0.0,1,486210 48621 221210,1.0,1.0,67.0,67.0
13295020301,0.0,0.0,0.0,0.0,2.0,64.0,0.0,0.0,1,313311 313310 313110,0.0,0.0,66.0,66.0
13295020501,4.0,3.0,0.0,0.0,26.0,34.0,0.0,0.0,2,313320 313311 313312 221320,7.0,3.5,60.0,30.0
13295020700,92.0,0.0,11.0,0.0,35.0,15.0,8.0,0.0,3,nan 336211 999999,103.0,34.333333333333336,58.0,19.333333333333332
13295020800,58.0,4.0,3.0,0.0,11.0,27.0,9.0,0.0,2,325211 325212 999999 999999,65.0,32.5,47.0,23.5
13295020901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13297110200,66.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,nan,66.0,66.0,18.0,18.0
13297110300,0.0,2.0,0.0,0.0,0.0,324.0,1.0,0.0,4,221112 221112 486210 221112,2.0,0.5,325.0,81.25
13297110400,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,999999,0.0,0.0,3.0,3.0
13297110504,73.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1,221320,73.0,73.0,21.0,21.0
13297110800,0.0,2.0,8.0,0.0,0.0,77.0,24.0,0.0,1,326211,10.0,10.0,101.0,101.0
13299950200,0.0,14.0,28.0,0.0,3.0,231.0,32.0,0.0,5,999999 488210 321212 336611 336612 488210 81131 532411 48821 326299 321999 321920,42.0,8.4,266.0,53.2
13299950600,70.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1,221320 22132,70.0,70.0,59.0,59.0
13299950800,0.0,0.0,42.0,0.0,0.0,0.0,40.0,0.0,1,321114 999999,42.0,42.0,40.0,40.0
13299950900,3.0,0.0,51.0,0.0,10.0,18.0,65.0,0.0,1,482111 488210,54.0,54.0,93.0,93.0
13301970400,27.0,12.0,12.0,0.0,9.0,104.0,10.0,0.0,3,999999 331511 321113,51.0,17.0,123.0,41.0
13303950100,1.0,0.0,0.0,0.0,1.0,170.0,0.0,0.0,3,221112 221112 999999,1.0,0.3333333333333333,171.0,57.0
13303950300,180.0,8.0,5.0,0.0,35.0,316.0,5.0,0.0,8,327992 212324 221320 212324 212324 212324 212399 321219 321219,193.0,24.125,356.0,44.5
13303950400,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,999999,1.0,1.0,1.0,1.0
13305970200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13305970500,63.0,6.0,0.0,0.0,24.0,16.0,0.0,0.0,2,423990 nan,69.0,34.5,40.0,20.0
13305970600,4.0,6.0,4.0,0.0,20.0,117.0,4.0,0.0,1,322110 32211 331511 322130 32511,14.0,14.0,141.0,141.0
13307960100,0.0,3.0,0.0,0.0,0.0,54.0,0.0,0.0,1,321113,3.0,3.0,54.0,54.0
13313000502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,999999 999999,0.0,0.0,0.0,0.0
13313001200,0.0,5.0,0.0,0.0,0.0,401.0,5.0,0.0,11,314110 31411 325222 314110 314110 31411 999999 313311 314110 212319 314110 313110 999999 31411 221112 314110 49319 31411 314110 999999 326199 326192,5.0,0.45454545454545453,406.0,36.90909090909091
13313001300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13313001500,28.0,0.0,3.0,0.0,21.0,94.0,8.0,0.0,3,325212 325211 32614 326199 999999 999999,31.0,10.333333333333334,123.0,41.0
13315960400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13317010301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
13317010302,40.0,0.0,0.0,0.0,27.0,7.0,0.0,0.0,4,321999 221320 321113 423990,40.0,10.0,34.0,8.5
13319960200,20.0,15.0,2.0,0.0,9.0,168.0,3.0,0.0,2,327999 327992 212324 212324,37.0,18.5,180.0,90.0
13319960300,9.0,3.0,0.0,0.0,2.0,55.0,1.0,0.0,2,321999 212324,12.0,6.0,58.0,29.0
13319960400,0.0,9.0,0.0,0.0,0.0,54.0,0.0,0.0,2,212324 327999 221118,9.0,4.5,54.0,27.0
15001020100,0.0,1.0,0.0,0.0,4.0,20.0,0.0,0.0,1,221117 221112 311311,1.0,1.0,24.0,24.0
15001020400,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,999999 562212,1.0,1.0,2.0,2.0
15001020600,25.0,6.0,40.0,0.0,24.0,111.0,15.0,0.0,9,221112 221121 424710 42471 999999 424710 42471 45431 212319 42471 999999 327320 nan 221112 221121 424710 42471,71.0,7.888888888888889,150.0,16.666666666666668
15001021013,0.0,5.0,5.0,0.0,2.0,41.0,3.0,0.0,3,221112 221121 311911 111335 236210,10.0,3.3333333333333335,46.0,15.333333333333334
15001021504,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1,324121,1.0,1.0,14.0,14.0
15001021507,0.0,3.0,5.0,0.0,0.0,37.0,2.0,0.0,2,212312 221112 221121,8.0,4.0,39.0,19.5
15001021702,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1,221112 221121,0.0,0.0,18.0,18.0
15001021704,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2,562212 562213 999999 324121,1.0,0.5,11.0,5.5
15001021902,0.0,4.0,3.0,0.0,1.0,16.0,3.0,0.0,1,221112 22111 22112,7.0,7.0,20.0,20.0
15001022102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,321211,1.0,1.0,1.0,1.0
15003000110,45.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,22132,45.0,45.0,17.0,17.0
15003003601,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,1,812320 81232 812331,1.0,1.0,11.0,11.0
15003003900,27.0,0.0,2.0,0.0,33.0,17.0,1.0,0.0,2,nan 221112 221121,29.0,14.5,51.0,25.5
15003004100,0.0,8.0,15.0,0.0,0.0,15.0,5.0,2.0,1,622110 62211 621492 621512 621511,23.0,23.0,22.0,22.0
15003005700,875.0,9.0,7.0,0.0,49.0,80.0,9.0,0.0,5,424710 42471 45431 424710 21111 221320 424710 42471 424710,891.0,178.2,138.0,27.6
15003005900,0.0,0.0,0.0,0.0,4.0,35.0,1.0,0.0,3,999999 42471 999999 812332,0.0,0.0,40.0,13.333333333333334
15003006900,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1,221112 999999,1.0,1.0,7.0,7.0
15003007400,480.0,0.0,76.0,0.0,43.0,43.0,71.0,0.0,3,92811 221118 928110 221118 999999 92811,556.0,185.33333333333334,157.0,52.333333333333336
15003008001,189.0,4.0,5.0,0.0,19.0,25.0,4.0,0.0,1,221112 221121,198.0,198.0,48.0,48.0
15003008411,162.0,0.0,0.0,0.0,31.0,6.0,0.0,0.0,1,221320,162.0,162.0,37.0,37.0
15003008502,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1,324110 999999 221112,0.0,0.0,14.0,14.0
15003008606,0.0,4.0,1.0,0.0,0.0,29.0,1.0,0.0,1,212319 324121 42132,5.0,5.0,30.0,30.0
15003008611,48.0,2.0,11.0,0.0,37.0,43.0,3.0,0.0,2,221112 221121 562212 562213,61.0,30.5,83.0,41.5
15003008614,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,221112,0.0,0.0,3.0,3.0
15003009000,9.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,nan,9.0,9.0,16.0,16.0
15003009507,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2,928110 928110,0.0,0.0,17.0,8.5
15003009603,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1,212321,0.0,0.0,8.0,8.0
15003009608,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,1,92811,6.0,6.0,10.0,10.0
15003009703,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,nan,1.0,1.0,20.0,20.0
15003010100,36.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,112512,36.0,36.0,9.0,9.0
15003010801,19.0,0.0,6.0,0.0,16.0,0.0,6.0,0.0,1,92811,25.0,25.0,22.0,22.0
15003010901,32.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,32.0,32.0,24.0,24.0
15003010905,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1,812320,2.0,2.0,9.0,9.0
15003011000,2.0,3.0,0.0,0.0,8.0,20.0,0.0,0.0,1,212319,5.0,5.0,28.0,28.0
15003011500,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,0.0,0.0,12.0,12.0
15003980300,87.0,36.0,55.0,0.0,32.0,194.0,51.0,0.0,11,324110 424710 32411 325188 325180 324110 32411 332431 nan 221112 327331 212321 424710 221112 562213 424710 45431,178.0,16.181818181818183,277.0,25.181818181818183
15003981000,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1,928110 562212,1.0,1.0,4.0,4.0
15007040205,120.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,nan,120.0,120.0,16.0,16.0
15007040400,61.0,7.0,0.0,0.0,11.0,29.0,0.0,0.0,2,999999 212319,68.0,34.0,40.0,20.0
15007040700,0.0,2.0,2.0,0.0,1.0,30.0,5.0,0.0,2,42471 424710 221112,4.0,2.0,36.0,18.0
15007040800,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,1,311311 111998,0.0,0.0,13.0,13.0
15009030301,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,212319,1.0,1.0,1.0,1.0
15009030403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,212321,0.0,0.0,0.0,0.0
15009030708,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,1,212319,3.0,3.0,16.0,16.0
15009031503,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1,999999,0.0,0.0,8.0,8.0
